"player_id","age","gender","country","device","game_genre","session_count","avg_session_length","total_play_mins","spending_segment","in_app_purchase_amount","first_purchase_days_after_install","payment_method","last_purchase_date","is_purchaser","days_to_first_pay","is_outlier_age","data_version"
"03777f00-2f89-488c-b3a2-3decdaf2b423",21,"Male","RUSSIA","Android","MOBA",12,7.87,94.44,"Dolphin",89.16,9,"Paypal","2025-01-29",True,9,False,"2026-05-27"
"03ad7f52-ee30-4d4c-aebc-2c923c6818ea",54,"Male","CANADA","Android",NULL,18,14.34,258.12,"Minnow",16.50,18,"Debit Card","2025-02-11",True,18,False,"2026-05-27"
"03bace55-754d-4960-99b0-b35698d39900",54,"Male","AUSTRALIA","Android","MMORPG",8,7.87,62.96,"Minnow",17.40,26,"Credit Card","2025-03-16",True,26,False,"2026-05-27"
"03d4adef-a5aa-4c39-9d31-6b4c49aaf4f7",39,"Female","SAUDI ARABIA","iOS","Role Playing",6,9.24,55.44,"Minnow",5.68,28,"Apple Pay","2025-03-14",True,28,False,"2026-05-27"
"03de28ff-caf8-4566-8951-96a2e542741b",16,"Male","SPAIN","iOS","Strategy",9,13.09,117.81,"Dolphin",89.86,5,"Paypal","2025-02-22",True,5,False,"2026-05-27"
"03e2b077-9bef-4b3d-95f7-111242703ec0",44,"Male","SOUTH KOREA","iOS","Simulation",12,32.87,394.44,"Minnow",1.22,25,"Google Pay","2025-03-02",True,25,False,"2026-05-27"
"03e7dc1d-dfe5-4677-aff4-239b6a60ad7c",18,"Male","SWITZERLAND","Android","Casual",5,21.01,105.05,"Dolphin",356.98,18,"Google Pay","2025-08-02",True,18,False,"2026-05-27"
"04040afd-b235-419e-90f2-3fc3243777f9",27,"Male","EGYPT","iOS","Racing",6,27.52,165.12,"Minnow",5.67,29,"Credit Card","2025-03-05",True,29,False,"2026-05-27"
"04495c16-508e-480f-b6a7-7ffdc2c3cd68",29,"Male","MEXICO","Android","Card",12,30.18,362.16,"Dolphin",139.34,26,"Credit Card","2025-01-15",True,26,False,"2026-05-27"
"045fa8dc-f1a7-4c1a-b509-2e12d5c9f215",27,"Male","DENMARK","iOS","Role Playing",10,26.86,268.60,"Minnow",19.55,25,"Apple Pay","2025-02-07",True,25,False,"2026-05-27"
"0469c44b-2010-4efb-94e2-1d14a330b3e5",33,"Female","GERMANY","Android","Simulation",11,5.57,61.27,"Minnow",0.00,NULL,NULL,NULL,False,NULL,False,"2026-05-27"
"04a2d312-f6eb-4e6c-bd84-4a084a4adec8",47,"Male","INDIA","iOS","Battle Royale",7,11.47,80.29,"Minnow",0.00,NULL,NULL,NULL,False,NULL,False,"2026-05-27"
"04aa1f35-830f-42a3-8985-16d00ad01961",34,"Male","USA","iOS","Action RPG",13,11.82,153.66,"Minnow",5.46,0,"Google Pay","2025-04-30",True,0,False,"2026-05-27"
"04c0df0a-05ed-494a-803d-d7001d43f12e",21,"Male","RUSSIA","Android","Action RPG",11,21.23,233.53,"Dolphin",358.32,0,"Gift Card","2025-08-09",True,0,False,"2026-05-27"
"05422cc6-baa4-4fef-87e2-e72df51df8e5",17,"Male","SAUDI ARABIA","iOS","Card",8,7.68,61.44,"Minnow",12.58,4,"Debit Card","2025-04-17",True,4,False,"2026-05-27"
"0574a94a-01b1-453f-b95d-79b3c306f68a",49,"Female","CANADA","Android","Sports",11,13.46,148.06,"Minnow",11.66,6,"Carrier Billing","2025-05-16",True,6,False,"2026-05-27"
"057a44e3-fa70-4737-977c-8f777c12d5c4",29,"Female","NETHERLANDS","Android",NULL,10,5.93,59.30,"Minnow",1.30,11,"Gift Card","2025-02-23",True,11,False,"2026-05-27"
"058d5e84-ac86-44b4-8664-ef142cbb30bb",29,"Male","AFGHANISTAN","Android","Strategy",11,11.61,127.71,"Dolphin",375.60,12,"Paypal","2025-03-03",True,12,False,"2026-05-27"
"058df590-d0ec-4643-b915-9a7441349c73",17,"Male","SRI LANKA","iOS","MMORPG",6,31.02,186.12,"Minnow",15.88,11,"Carrier Billing","2025-03-27",True,11,False,"2026-05-27"
"059bf54e-c933-400d-87d0-2eac7b00b051",27,"Male","NETHERLANDS","Android","MOBA",15,13.04,195.60,"Dolphin",0.00,NULL,NULL,NULL,False,NULL,False,"2026-05-27"
"05eb098d-ec4b-4dee-839b-654297a44df9",52,"Male","SWEDEN","Android","Sandbox",15,22.67,340.05,"Minnow",12.18,24,"Carrier Billing","2025-03-27",True,24,False,"2026-05-27"
"05ef5257-cb10-41a7-93be-616389d660f2",34,"Male","AUSTRALIA","iOS","Puzzle",14,14.21,198.94,"Minnow",4.94,13,"Gift Card","2025-06-04",True,13,False,"2026-05-27"
"062aca5a-7e23-46c8-bb69-5ef8e894e46b",47,"Male","JAPAN","Android","Sandbox",14,25.74,360.36,"Minnow",7.30,16,"Carrier Billing","2025-07-03",True,16,False,"2026-05-27"
"0639da65-18c0-407c-a0e9-360bad56a41c",29,"Male","IRAN","iOS","Card",5,16.77,83.85,"Minnow",7.77,5,"Gift Card","2025-04-06",True,5,False,"2026-05-27"
"064c05ce-cd42-4d00-a86f-fe8ad7685035",41,"Female","INDIA","iOS","Strategy",16,5.43,86.88,"Minnow",14.37,0,"Debit Card","2025-05-04",True,0,False,"2026-05-27"
"0650bf4a-f9c9-4251-bc71-d0d2e824b571",52,"Male","SWITZERLAND","iOS","MMORPG",11,26.07,286.77,"Minnow",19.74,30,"Carrier Billing","2025-07-11",True,30,False,"2026-05-27"
"0652ce7a-d63e-4135-9c0b-3d65178a246c",39,"Male","ITALY","Android","Racing",13,14.58,189.54,"Minnow",1.58,11,"Carrier Billing","2025-01-03",True,11,False,"2026-05-27"
"0666886a-6779-47c3-a6e8-1a97425b6dd3",23,"Female","CANADA","Android","Simulation",15,31.36,470.40,"Minnow",13.60,12,"Paypal","2025-07-07",True,12,False,"2026-05-27"
"06777b19-d920-45ce-8d0d-81039ffe688a",22,"Female","JAPAN","Android","MMORPG",7,16.71,116.97,"Minnow",9.14,1,"Google Pay","2025-07-21",True,1,False,"2026-05-27"
"0690c1e8-2502-4a34-85e4-e03982e7a254",29,"Male","JAPAN","iOS","Battle Royale",10,12.09,120.90,"Minnow",12.28,11,"Gift Card","2025-04-15",True,11,False,"2026-05-27"
"069f36eb-db2a-43a9-b52d-30d60f4745b7",20,"Male","JAPAN","Android","Role Playing",9,20.65,185.85,"Minnow",0.00,NULL,NULL,NULL,False,NULL,False,"2026-05-27"
"06a6a1ae-71fc-4a4b-a1d3-51332936408c",16,"Male","RUSSIA","Android","Sandbox",4,8.97,35.88,"Minnow",15.58,21,"Paypal","2025-06-06",True,21,False,"2026-05-27"
"06a85b88-83ec-4745-983f-b7faf73a3ef2",16,"Female","RUSSIA","Android","Strategy",8,17.72,141.76,"Minnow",8.09,8,"Gift Card","2025-01-06",True,8,False,"2026-05-27"
"06db6b13-cd30-4426-9d58-0ac32d009f03",46,"Male","SOUTH KOREA","iOS","Role Playing",11,12.68,139.48,"Minnow",8.43,27,"Gift Card","2025-02-25",True,27,False,"2026-05-27"
"06ed6a7c-1774-45ca-8a3d-49f4d45356c9",37,"Male","SOUTH KOREA","iOS",NULL,16,7.75,124.00,"Dolphin",133.68,16,"Gift Card","2025-02-28",True,16,False,"2026-05-27"
"06ff2f8d-bf2c-4d67-a875-7e445413e655",36,"Female","BRAZIL","Android","Fighting",8,8.65,69.20,"Minnow",6.04,3,"Apple Pay","2025-01-06",True,3,False,"2026-05-27"
"070b552d-d4a8-4cf8-8d13-2f0e25ccfc2a",36,"Female","JAPAN","iOS","Fighting",10,10.02,100.20,"Minnow",5.72,20,"Apple Pay","2025-07-30",True,20,False,"2026-05-27"
"0722709e-2bdc-41dc-bce3-94a6329b3372",51,"Female","BANGLADESH","iOS","MMORPG",7,27.69,193.83,"Minnow",3.77,2,"Gift Card","2025-07-26",True,2,False,"2026-05-27"
"0728ba1f-936d-4e95-8807-25633b927ecb",54,"Male","IRAN","Android","Sandbox",11,18.36,201.96,"Minnow",19.04,25,"Gift Card","2025-02-05",True,25,False,"2026-05-27"
"07321c6b-cad2-41da-8bf2-3fbbce37b9ec",23,"Female","SOUTH KOREA",NULL,"Racing",5,25.84,129.20,"Minnow",4.39,18,"Gift Card","2025-05-11",True,18,False,"2026-05-27"
"07425b89-99e7-4417-9145-503da35a9411",32,"Male","DENMARK","Android","Racing",9,29.29,263.61,"Minnow",9.07,18,"Credit Card","2025-02-06",True,18,False,"2026-05-27"
"076ac346-ffc0-43bd-a6f6-0c5d7d2ade1d",23,"Other","ITALY","Android","MMORPG",8,17.26,138.08,"Minnow",14.32,12,"Carrier Billing","2025-03-03",True,12,False,"2026-05-27"
"0778cc79-09e4-417a-b022-ccbf69d7865d",42,"Female","NORWAY","Android","Adventure",13,19.59,254.67,"Minnow",1.57,6,"Google Pay","2025-05-10",True,6,False,"2026-05-27"
"078c53b3-d2f8-4587-a779-d66661ed6351",38,"Male","NORWAY","iOS","Adventure",9,17.67,159.03,"Minnow",5.88,19,"Credit Card","2025-08-12",True,19,False,"2026-05-27"
"079aad2f-6f25-496b-971b-ccf2699f8ff4",37,"Male","SWEDEN","Android","Adventure",12,8.55,102.60,"Minnow",16.65,9,"Credit Card","2025-01-25",True,9,False,"2026-05-27"
"07ca4280-27dc-459d-9e0f-ba36e7de7e59",39,"Male","BANGLADESH","iOS","Fighting",12,12.43,149.16,"Minnow",16.84,4,"Paypal","2025-07-10",True,4,False,"2026-05-27"
"07ca6622-583b-4cb9-85ad-80c1c17b9d24",37,"Male","CHINA","Android","Battle Royale",11,6.61,72.71,"Minnow",7.10,6,"Debit Card","2025-07-23",True,6,False,"2026-05-27"
"07ca70ea-adb3-4de5-83e0-723e7749233b",27,"Male","SWEDEN","Android","Simulation",13,14.3,185.90,"Dolphin",52.99,15,"Carrier Billing","2025-07-13",True,15,False,"2026-05-27"
"07d50181-058b-456d-ae44-18c0b80ca846",30,"Female","CHINA","Android","Simulation",5,13.33,66.65,"Dolphin",435.73,15,"Paypal","2025-03-16",True,15,False,"2026-05-27"
"07ea543f-2a50-4a9f-b786-c03cb4516c9b",19,"Male","TURKEY","iOS","Battle Royale",10,9.7,97.00,"Minnow",10.31,16,"Gift Card","2025-01-07",True,16,False,"2026-05-27"
"07ed1c89-8427-4eeb-a225-1a4f480e08de",48,"Male","SAUDI ARABIA","Android","Strategy",9,7.32,65.88,"Minnow",9.86,6,"Debit Card","2025-06-17",True,6,False,"2026-05-27"
"081b75d3-fc00-425b-abbb-121c28a1db64",27,"Male","RUSSIA","Android","Fighting",11,24.3,267.30,"Minnow",5.46,25,"Paypal","2025-01-31",True,25,False,"2026-05-27"
"081bd4ac-de80-43b0-9446-4fb9f2f52a4f",45,"Female","AFGHANISTAN","Android","Adventure",18,27.31,491.58,"Minnow",18.36,1,"Google Pay","2025-02-20",True,1,False,"2026-05-27"
"0822aa49-ebe9-4c4d-80a4-7c9d5681b958",43,"Male","MEXICO","Android","MMORPG",10,30.32,303.20,"Minnow",0.42,16,"Gift Card","2025-03-04",True,16,False,"2026-05-27"
"083568a2-dfb9-43b0-af5c-e32f4b90c0a6",44,"Male","ITALY","Android","MOBA",6,29.58,177.48,"Minnow",14.94,20,"Apple Pay","2025-07-15",True,20,False,"2026-05-27"
"08430a7b-f43b-4a53-8bbd-ae34cdfbeda8",37,"Female","UK","iOS","Puzzle",12,28.16,337.92,"Minnow",2.30,29,"Apple Pay","2025-06-26",True,29,False,"2026-05-27"
"084616fb-7419-4526-b8cc-00aef5079630",18,"Male","DENMARK","Android","Strategy",9,27.15,244.35,"Dolphin",126.91,23,"Paypal","2025-08-13",True,23,False,"2026-05-27"
"08502349-4c15-41ce-8cad-10e1e5908a14",30,"Male","SWEDEN","iOS","Action RPG",14,34.25,479.50,"Dolphin",102.11,29,"Apple Pay","2025-05-04",True,29,False,"2026-05-27"
"0897fe3f-a7af-4a58-941f-703985928928",21,"Female","CHINA","iOS","Battle Royale",8,34.37,274.96,"Minnow",13.60,13,"Gift Card","2025-06-21",True,13,False,"2026-05-27"
"08a3aa8f-88cc-4f3f-a69c-5b002ad7aaad",43,"Female","ITALY","Android","Casual",10,21.61,216.10,"Dolphin",85.11,16,"Apple Pay","2025-08-02",True,16,False,"2026-05-27"
"08ac9f58-221b-4568-9ea6-849c41e6b7f9",35,"Female","BANGLADESH","Android","Role Playing",9,27.22,244.98,"Dolphin",64.22,15,"Carrier Billing","2025-07-16",True,15,False,"2026-05-27"
"08c7403b-15cb-40cd-b202-c7f2b4bbd694",16,"Female","MEXICO","Android","Casual",7,33.72,236.04,"Minnow",17.24,23,"Apple Pay","2025-01-13",True,23,False,"2026-05-27"
"091c97f1-261d-43b9-b24f-d6bb2f3fa46f",20,"Male","INDIA","Android",NULL,7,10.57,73.99,"Minnow",13.21,24,"Credit Card","2025-05-04",True,24,False,"2026-05-27"
"09289de9-d7e8-4480-b80e-1057bc1fbb65",41,"Female","INDIA","iOS","MMORPG",15,34.09,511.35,"Whale",4297.48,14,"Apple Pay","2025-07-01",True,14,False,"2026-05-27"
"092909f0-8347-4cd5-a7e4-4eafa13c04c4",33,"Male","INDIA","Android","Sandbox",13,22.08,287.04,"Minnow",1.73,2,"Debit Card","2025-01-23",True,2,False,"2026-05-27"
"093c5ad9-3f93-4a8e-97a3-05003269f1ff",38,"Male","FRANCE","Android","Simulation",5,11.68,58.40,"Minnow",18.02,22,"Apple Pay","2025-01-02",True,22,False,"2026-05-27"
"0945b063-5bd5-4fd1-a6fb-3cb651170b4b",30,"Female","SPAIN","Android","Casual",10,17.78,177.80,"Minnow",6.27,16,"Apple Pay","2025-08-06",True,16,False,"2026-05-27"
"095b8060-1499-4682-aae2-3d1f159e0cff",30,"Male","ITALY","iOS","Simulation",10,6.56,65.60,"Dolphin",71.97,27,"Gift Card","2025-01-16",True,27,False,"2026-05-27"
"09677a97-6366-443d-a58b-d60afd089d3d",49,"Male","SPAIN","Android","Sports",8,33.26,266.08,"Minnow",17.78,27,"Apple Pay","2025-03-08",True,27,False,"2026-05-27"
"0994b7a2-46d5-4308-baf9-24118831b558",52,"Female","SOUTH KOREA","Android","Sports",8,7.14,57.12,"Minnow",0.00,NULL,NULL,NULL,False,NULL,False,"2026-05-27"
"09b2dfa9-f94e-413a-87c9-352f39ba4fa3",23,"Male","TURKEY","Android","Puzzle",10,7.46,74.60,"Minnow",2.75,28,"Google Pay","2025-05-14",True,28,False,"2026-05-27"
"09b408b0-8190-4729-8923-4670db8c142b",14,"Female","FRANCE","iOS","Fighting",11,29.98,329.78,"Minnow",14.52,26,"Debit Card","2025-07-25",True,26,False,"2026-05-27"
"09b47f98-bbfd-4729-a232-451beededcb8",18,"Male","NETHERLANDS","Android","Sandbox",6,10.0,60.00,"Minnow",0.00,NULL,NULL,NULL,False,NULL,False,"2026-05-27"
"09cfa2a7-348e-4dd3-bb54-a748849a2ffa",14,"Male","INDIA","Android","Action RPG",10,20.38,203.80,"Dolphin",391.00,26,"Google Pay","2025-08-07",True,26,False,"2026-05-27"
"09d100aa-e270-4e55-9447-64ca80f457ce",50,"Male","IRAN","Android","Adventure",8,33.44,267.52,"Minnow",10.07,9,"Gift Card","2025-05-31",True,9,False,"2026-05-27"
"09eea921-3e03-478d-bbe5-6a4e7de02519",51,"Male","UK","Android","Battle Royale",12,7.9,94.80,"Minnow",5.12,18,"Google Pay","2025-02-28",True,18,False,"2026-05-27"
"0a0d37d8-5d8f-4b9e-8c45-1b015e4a366b",13,"Female","SAUDI ARABIA","iOS","Simulation",6,11.12,66.72,"Minnow",0.83,16,"Apple Pay","2025-07-09",True,16,False,"2026-05-27"
"0a27824c-f44c-41d2-bbdb-a72f7e05976d",17,"Male","IRAN","iOS","Card",10,9.43,94.30,"Minnow",18.58,2,"Apple Pay","2025-03-13",True,2,False,"2026-05-27"
"0a3dca5d-f08f-46d2-81e7-62e2c61a2e48",37,"Male","SWITZERLAND","Android","Simulation",15,20.28,304.20,"Minnow",8.00,1,"Credit Card","2025-03-12",True,1,False,"2026-05-27"
"0a3f8a57-2618-4760-982b-b54c803c946f",35,"Male","INDIA","Android","Racing",9,31.47,283.23,"Minnow",8.63,11,"Google Pay","2025-07-21",True,11,False,"2026-05-27"
"0a74c03b-30a7-4f36-ae47-018bfa4a1e81",49,"Male","MEXICO","Android","Simulation",7,23.93,167.51,"Minnow",8.57,25,"Gift Card","2025-01-26",True,25,False,"2026-05-27"
"0a92fcf1-7a32-4aaf-83e2-2b7e1577ce0e",21,"Male","EGYPT","Android","Role Playing",6,9.72,58.32,"Minnow",0.16,23,"Google Pay","2025-03-01",True,23,False,"2026-05-27"
"0ac1a7e8-9ee9-4846-8e8b-2729bca86836",45,"Male","ITALY","iOS","Puzzle",7,10.99,76.93,"Minnow",0.31,2,"Carrier Billing","2025-04-14",True,2,False,"2026-05-27"
"0ac26cb7-ff94-4442-b626-fbe8bc867d72",39,"Female","CANADA","Android","Card",8,16.01,128.08,"Minnow",13.63,20,"Gift Card","2025-06-07",True,20,False,"2026-05-27"
"0ac34a31-e5b0-450e-9b78-807f4dc920bd",36,"Male","SOUTH KOREA","iOS","Sandbox",19,9.65,183.35,"Minnow",11.46,23,"Credit Card","2025-02-15",True,23,False,"2026-05-27"
"0ad98fbe-1050-4eb3-b1ba-82712cbf8191",18,"Female","USA","iOS","Puzzle",4,9.35,37.40,"Minnow",19.68,4,"Apple Pay","2025-02-09",True,4,False,"2026-05-27"
"0af2de62-a82d-4491-a42c-34d7333c1d10",21,"Male","FRANCE","iOS","Strategy",14,21.96,307.44,"Minnow",17.31,9,"Debit Card","2025-03-17",True,9,False,"2026-05-27"
"0b04fea3-5344-4045-8082-725f966e81bc",31,"Female","NETHERLANDS","iOS","Fighting",12,22.38,268.56,"Minnow",5.66,0,"Gift Card","2025-06-10",True,0,False,"2026-05-27"
"0b8ddc2f-0272-4e4c-ad20-ca5c27b0bc8d",21,"Male","AFGHANISTAN","Android","Action RPG",9,12.59,113.31,"Minnow",14.98,23,"Debit Card","2025-02-16",True,23,False,"2026-05-27"
"0b92ef69-d222-4dcc-9e8b-88e0f4c05f8a",34,"Male","RUSSIA","Android","MMORPG",13,13.42,174.46,"Minnow",3.58,16,"Apple Pay","2025-08-09",True,16,False,"2026-05-27"
"0baa8e83-be17-4d1d-923e-be8ffdc91659",19,"Male","NORWAY","iOS","Role Playing",10,13.69,136.90,"Minnow",3.78,1,"Debit Card","2025-04-28",True,1,False,"2026-05-27"
"0bbb2614-93d6-407c-859a-35562514d539",22,"Male","SWEDEN","Android","Simulation",13,25.31,329.03,"Minnow",16.01,26,"Gift Card","2025-05-08",True,26,False,"2026-05-27"
"0bbd60b8-fd96-4e12-b85a-f20dc2d4e8df",34,"Female","BRAZIL","Android","Action RPG",11,5.35,58.85,"Minnow",1.37,14,"Credit Card","2025-07-13",True,14,False,"2026-05-27"
"0bcbb15b-6858-4796-a4ff-2948065ab08a",21,"Female",NULL,"Android","Role Playing",10,8.55,85.50,"Minnow",15.85,8,"Apple Pay","2025-02-13",True,8,False,"2026-05-27"
"0bed532d-efee-462b-9dcc-d3b43ce7461c",26,"Female","AUSTRALIA","iOS",NULL,16,23.7,379.20,"Minnow",16.00,19,"Google Pay","2025-06-03",True,19,False,"2026-05-27"
"0c0ad475-743f-4c61-97fc-35d1fe532460",21,"Male","JAPAN","Android","Role Playing",6,33.8,202.80,"Minnow",15.45,30,"Google Pay","2025-02-13",True,30,False,"2026-05-27"
"0c217ba1-f4fc-4d3c-aa77-64abc412bfd8",41,"Male","IRAN","Android","Fighting",13,24.66,320.58,"Minnow",16.61,25,"Carrier Billing","2025-01-26",True,25,False,"2026-05-27"
