"purchase_id","player_id","purchase_amount","purchase_date","payment_method","days_since_install","purchase_segment","is_first_purchase","data_version","created_at"
"02f5b320-c5e9-4902-b41a-9166fbfe9602","67ba6326-10aa-456d-8edc-307e73bbf96f",18.39,"2025-05-08","Apple Pay",19,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"0317dcbf-f698-4bee-945b-9070916ec653","ee20835e-103e-4d0c-a147-b141526cd203",0.55,"2025-07-09","Google Pay",26,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"032c22e3-1c84-44e5-a8d8-5cca9b2db07b","1213d3b0-cbf2-4faa-83d7-8d299470540e",9.67,"2025-07-04","Google Pay",10,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"0340c9e7-88ca-4836-a06b-d0ba5e0cded8","f1ac4e36-cb0c-4e30-893f-f1a4a2943290",396.97,"2025-01-19","Gift Card",8,"Dolphin",True,"2026-05-28","2026-05-28 20:42:17.731668"
"035c9f2e-b556-44fa-851f-6d72d09b44c0","d4a2ccff-06ad-4bf7-b1b0-5a11b4fb8b88",7.48,"2025-06-16","Debit Card",23,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"03689b93-3322-4e43-b88e-3aceeb5ac93c","46afb05b-33b8-421a-babf-c46b43c517fa",6.80,"2025-05-30","Apple Pay",16,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"039e2815-763a-418e-8f2e-cc0866eb12d5","e2be75ec-9103-4f8e-94c7-9760d531845e",18.22,"2025-08-12","Google Pay",10,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"03dc8a0e-949d-4f22-9a1d-711cc4119b84","6bb99760-fde9-4cf9-be92-f2da077d2746",5.29,"2025-04-09","Apple Pay",15,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"03efb282-be64-42af-bf4d-618bcd1a7fa6","9e08008b-4fdf-4e5c-b16a-daf710e94039",8.09,"2025-07-11","Credit Card",18,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"040773c8-ff7e-4724-87f7-ebc3869a71d9","7f348e33-22bb-4bab-a8b9-40a4853c88ac",333.89,"2025-07-22","Credit Card",17,"Dolphin",True,"2026-05-28","2026-05-28 20:42:17.731668"
"040bfed0-6cfe-4a8e-9678-a40048b7eda0","a18c92c3-5270-4abc-9147-238d3f08944d",9.16,"2025-06-11","Paypal",24,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"041dcd96-bec9-4023-8d2d-07a4248aa43e","d8588d39-184d-488f-b6da-308eb69532e6",15.14,"2025-02-09","Paypal",18,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"042fa7f0-303a-4f4c-992f-493f6eff9b55","836d7b01-1b32-438a-9e56-514a6494d848",444.15,"2025-06-08","Debit Card",5,"Dolphin",True,"2026-05-28","2026-05-28 20:42:17.731668"
"043112da-ebd3-4dec-b09c-a794980667a2","50c9ccb1-d028-4ffc-b3e0-867580903ab5",0.37,"2025-07-30","Gift Card",26,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"04434979-bb4e-489c-9073-ddae2a0e4f10","fcfe5888-c4e2-4930-ae99-854d7b987d99",14.12,"2025-04-05","Credit Card",24,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"04afe140-4b6b-46a0-8496-532c780d41fe","095b8060-1499-4682-aae2-3d1f159e0cff",71.97,"2025-01-16","Gift Card",27,"Dolphin",True,"2026-05-28","2026-05-28 20:42:17.731668"
"04d61b59-ead5-49b3-beac-4ad4ba8bcfc1","142a907a-8ae1-4259-b8fe-515febec1fdb",10.40,"2025-02-15","Apple Pay",18,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"04eb22d1-4937-4164-8986-0d90cdca31af","66d8b3c7-99c2-4959-9f52-23c0d20e2996",0.92,"2025-06-25","Credit Card",14,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"04fb0578-19ee-45c1-ada5-57e91812ad0a","a157906b-95da-495e-8adf-765839d53b93",16.44,"2025-07-16","Debit Card",17,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"0516cdb0-d491-4c18-af7b-66fd7b1d3e3f","5351cdaa-4c8f-413e-8257-f45ae6190cef",19.10,"2025-06-22","Paypal",6,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"051cacaf-cbf0-4415-b5d0-25020c391ed3","530bc81d-4c08-405f-bab5-73d2b378a81b",8.23,"2025-05-15","Paypal",28,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"0556117b-7ce3-40b3-ac4b-2e5e1f1f54e7","96287f8c-bff9-4eb0-b591-58c98ec32c69",18.40,"2025-07-04","Gift Card",15,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"05654e83-d2d7-428d-8dfd-584d1a941150","a61ec3b3-9495-4e5a-adf5-23caa2d27c0c",350.41,"2025-01-16","Credit Card",10,"Dolphin",True,"2026-05-28","2026-05-28 20:42:17.731668"
"05802ef4-7286-420d-ba3c-d0f07a857834","871507ad-bac1-48bc-9bd3-9f55087c859d",16.07,"2025-07-17","Apple Pay",30,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"058a34b8-e9d9-4dc1-9039-31fc5a5f02a3","cede8375-618b-4596-b4ae-3e902016557a",15.33,"2025-01-06","Credit Card",21,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"058a6f1b-1bb4-4120-a8d2-8e8141007680","ee6d3eec-be50-49fa-ad4b-567fcd309ff5",10.09,"2025-07-29","Credit Card",15,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"05bbf955-f030-4cf5-b121-d8cc37264b8d","09cfa2a7-348e-4dd3-bb54-a748849a2ffa",391.00,"2025-08-07","Google Pay",26,"Dolphin",True,"2026-05-28","2026-05-28 20:42:17.731668"
"05f89b69-763e-4015-ac53-817af9928e88","73783918-7e48-4881-ac60-382a036063af",7.98,"2025-01-17","Paypal",0,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"060591af-794b-4c21-9abb-cb57c4314fff","71b2175e-2acc-4a72-b962-ec18ac8037b0",11.10,"2025-04-25","Debit Card",0,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"062660df-9dff-4212-b50e-b19167c87eec","98070537-1206-4306-82b3-048bf615154e",10.87,"2025-06-15","Paypal",18,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"062d7059-4ce1-4200-81cf-d89a7175348c","739c4530-cb09-47e3-8aa9-a978bf84dc7e",5.44,"2025-05-31","Apple Pay",24,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"062ff96c-80d8-4370-b7c1-d9f0d9ed5cfc","84be025e-5281-45e9-bc51-d4164799bb56",18.83,"2025-04-05","Debit Card",8,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"0643b3f2-257d-4536-bfd5-7bb0e5e8a938","815cecaf-fce3-4d33-b308-97e563da3d9e",4.72,"2025-04-01","Gift Card",29,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"064ab9dd-073a-47dd-b2a6-83b648550949","36ae1df2-3629-4844-bf9d-4c4ca681a775",2.00,"2025-07-13","Credit Card",5,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"0656ddde-eb30-4465-83e8-ed0e5485d23d","ba9e20db-a8b9-4ea5-b04a-a2a7bcd2613c",256.66,"2025-07-07","Debit Card",17,"Dolphin",True,"2026-05-28","2026-05-28 20:42:17.731668"
"06597ac7-ff5f-485f-af5d-a0d4d0bfab88","4e0110e4-dae3-4dec-a311-71868794f29e",15.75,"2025-05-25","Paypal",26,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"068508d3-0a07-45ff-a2a6-91dec167f2ae","bbb4914e-7970-4cf3-b66d-d8253f0bfab2",4.61,"2025-07-22","Apple Pay",13,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"0685a004-d5c0-407d-8c05-9ba44a13f36d","16f99a48-3a49-4c05-9d8d-cdad34e6571d",19.33,"2025-05-09","Gift Card",21,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"06a3447f-03e9-40dd-acfd-2b839e56de17","42ecdac9-32c6-4bfc-aec7-b3a9c0d9e91e",14.95,"2025-05-02","Debit Card",2,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"06b54a07-e8a5-45ed-9099-5f4bdc2d6a2c","6c28b02f-e71d-4bd9-93c9-dab83dafccce",6.15,"2025-04-05","Carrier Billing",0,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"06b84fce-308e-43a5-91f5-fc0b7219fad7","5896906b-f0d2-4c65-a1ac-eebf6a1ce04e",17.56,"2025-08-03","Debit Card",7,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"06ca7527-ff53-4e53-a4df-14a2177e66d2","71919c6d-53ba-435b-8aa1-bd938528b79d",0.27,"2025-03-12","Gift Card",21,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"06cf1931-d4f6-47eb-9b5f-034ca31a5eb2","1d400a74-33a2-4094-8066-674e04ce1a70",14.41,"2025-05-16","Carrier Billing",0,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"06dfd500-0b15-49be-bafc-a677160ee4c0","4cdb2b56-2b92-4a9f-be37-863e48cafb96",15.65,"2025-04-26","Gift Card",23,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"072f6ceb-7047-4ea2-bd0a-e735efc4ae8e","f4ceba2a-a047-4d05-b476-4b0eafa1b1d8",12.56,"2025-04-20","Gift Card",27,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"0751c1b8-aaf3-47c4-aa8f-6f5e8a25f190","7ff2c6d5-e1c5-4b06-8c66-814b1a956e40",19.96,"2025-03-02","Paypal",6,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"076b63a4-ee7e-48ed-8f9b-f0aa6f8338bb","5d94c410-a71e-436b-9b22-9622dd6eec63",11.64,"2025-05-26","Carrier Billing",0,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"076ef096-174d-4441-b5c1-b931c9e5ce2c","86aab9fe-16ec-4ce6-ab86-aedb9a829884",10.13,"2025-03-01","Paypal",23,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"076f1a3c-ccd8-4a39-a9c6-22f35a449422","b7c8092f-47b0-4b3e-8f39-4933edfa74a0",74.09,"2025-05-12","Paypal",12,"Dolphin",True,"2026-05-28","2026-05-28 20:42:17.731668"
"0772adea-851f-4f17-8102-973c1de6b79d","2a783ac4-7027-4262-b320-c9149cffc55e",274.78,"2025-06-03","Gift Card",23,"Dolphin",True,"2026-05-28","2026-05-28 20:42:17.731668"
"077cee57-fc0a-4fa4-bb8e-f6e5c88a9ecd","81cab772-c5d5-46a3-8c45-2ff02a9d21d5",8.42,"2025-08-03","Credit Card",13,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"0784adbb-b8af-4d2c-b43b-38b0313c1910","ab59cc4b-5dbd-44f2-ae12-29f41788ceda",160.94,"2025-03-07","Gift Card",12,"Dolphin",True,"2026-05-28","2026-05-28 20:42:17.731668"
"07913459-f4c3-4025-b65f-e4c31ebaa0cc","f39b75ba-9ba8-4b78-a1a0-29b64c451298",4.05,"2025-06-13","Gift Card",22,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"07adfea5-1d8f-4ac4-9135-b18a7d76f368","d17030c2-e861-4028-aa03-23b18d239a40",4302.61,"2025-04-08","Credit Card",30,"Whale",True,"2026-05-28","2026-05-28 20:42:17.731668"
"07ce2448-fed6-4e66-94df-9bb83fadfca6","95cc3666-67ed-4bfb-889f-65ba06ff84d5",13.80,"2025-01-30","Credit Card",28,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"07f0c59e-3b5a-4e60-8f5e-b9e9a36deb59","9e669ae6-0064-4e10-990e-02dda09bbb02",0.34,"2025-03-06","Carrier Billing",3,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"07fdb636-5f29-4974-968b-0d2a91deeece","890cd924-8ecf-4135-863f-b560ad1583ed",14.25,"2025-07-04","Apple Pay",13,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"0814e187-daec-4ce3-8710-cb281de83d88","2aaf20e8-0833-476e-8b5b-ed72a546127a",0.73,"2025-06-17","Carrier Billing",2,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"081a070c-6bf3-4cc9-81eb-001ccecb69e7","578ace4f-084f-44e7-8a51-fc149a859ce4",19.77,"2025-05-15","Paypal",6,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"084e3b27-78e4-4322-bf24-25544f675502","7ec1f4ad-450a-4366-a88a-26ec29988432",280.23,"2025-02-06","Gift Card",12,"Dolphin",True,"2026-05-28","2026-05-28 20:42:17.731668"
"08725576-7543-4214-95b6-47ad4ef26e0c","87681400-2a03-45c1-904f-81fcd2fe32ae",15.57,"2025-06-04","Gift Card",26,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"087ea119-200b-44ce-900c-7ef9d7d12a78","3fdc4702-b828-413a-a422-52535a03a442",2.90,"2025-05-19","Carrier Billing",24,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"08945f93-f6bd-44dc-b739-fb94785ba0cd","10410a9a-0c65-4bcf-93f6-ba0241b80d71",0.34,"2025-01-06","Credit Card",10,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"08a32648-cbba-4bd2-a612-929b975b9582","542597a2-ccb3-41fb-90f4-d99b78cc162e",4.73,"2025-06-02","Apple Pay",23,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"08b3a0a8-a642-4183-b78f-99fdc23c0378","2737e5c0-8387-478e-bb95-163f89552a63",83.38,"2025-02-05","Credit Card",22,"Dolphin",True,"2026-05-28","2026-05-28 20:42:17.731668"
"08bd6221-a425-4760-910a-a0a723875a7c","7e47041a-dba5-4e6b-8554-69072d81dc4e",2.94,"2025-02-16","Gift Card",2,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"08c7907a-455b-4dd2-9576-2ca1daff76dd","665839dd-a1d1-4e77-a9af-091c25418e32",14.87,"2025-07-17","Debit Card",4,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"08d7530b-c87e-4f02-8e2e-0377417bfa86","ef125da9-026b-4714-87fc-f86d703e8541",17.75,"2025-04-21","Carrier Billing",26,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"08e18eb6-b3dd-4c56-8fe8-4df9a94f2373","5acb1be9-ac62-4ff3-ab06-87b223c2b300",455.39,"2025-03-05","Google Pay",20,"Dolphin",True,"2026-05-28","2026-05-28 20:42:17.731668"
"08eafd45-62e2-41af-8c12-ab0f9e504d67","907ee403-5d72-4a83-85bb-4b1e7c78d6b1",194.89,"2025-07-16","Gift Card",22,"Dolphin",True,"2026-05-28","2026-05-28 20:42:17.731668"
"0914d9aa-b978-4c54-9cd7-3f419877cd02","0ff1964a-bdef-4211-b887-186fc5da56c5",269.15,"2025-03-01","Carrier Billing",10,"Dolphin",True,"2026-05-28","2026-05-28 20:42:17.731668"
"0924ff3c-fffa-42e2-b0dc-6e22cd49a799","b9020250-e5db-4c15-a51e-95173003d75c",7.02,"2025-04-09","Paypal",18,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"092cc7d0-830b-4f24-96d1-a4ac9c9827ed","c4cdb06d-0b75-4ea6-8ea7-54e80f62a2d1",68.24,"2025-04-23","Carrier Billing",7,"Dolphin",True,"2026-05-28","2026-05-28 20:42:17.731668"
"0937eb61-3d6a-4e3d-80c1-0073c58dc3d0","ca9f6845-0d5b-4e0a-98c7-168f300445bd",13.58,"2025-06-03","Google Pay",1,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"09468de9-c900-413c-9796-0f36c83f8c9e","7e2a978c-1a0e-42dc-baf8-e168662c8fa8",3.92,"2025-02-02","Gift Card",17,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"09553f67-4942-46c2-9734-8d17d17a4667","a8cbed0d-a2d1-4f04-af57-38d6fd3c53b2",69.42,"2025-01-08","Google Pay",30,"Dolphin",True,"2026-05-28","2026-05-28 20:42:17.731668"
"095a197a-46a9-4957-a767-d45b49e62dbf","0d105e84-8d43-4bce-a5a9-2c1f2cdcd8e8",1.16,"2025-06-06","Apple Pay",26,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"096bddcf-29c6-4923-a9f8-a333e40fac58","96cece19-9d64-48c0-8453-cd3cfc54b13f",2.13,"2025-01-14","Google Pay",26,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"0998f153-7e5f-48a6-acf2-c11d8a1277d0","cbb96891-0467-4520-9b18-9fe0f994bf64",6.14,"2025-08-07","Apple Pay",22,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"09b5d023-1876-4d4c-9251-8077e7de6aae","4174929d-f8af-426a-8e84-723d25b3a7f8",1.60,"2025-07-26","Apple Pay",0,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"09d4ddeb-d604-4ccd-b2be-2954fd8cc5df","30926f5d-5869-4e9c-a180-f35ca6d98465",19.67,"2025-03-05","Carrier Billing",11,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"09e7d764-4545-44f4-a2e9-57b676c95ff1","28792b71-ae75-47ca-9c7b-01784d092bd1",2.50,"2025-02-27","Carrier Billing",13,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"0a0d258a-41c2-479f-89a1-4df0ca6a62eb","5f57f1e3-cea6-46ce-aad8-db6a3f769b92",18.67,"2025-03-31","Carrier Billing",10,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"0a23f7a0-c936-479b-9a0a-895774629855","1cbbcc0f-b1e8-47f8-abb1-6d33767b7cd5",13.70,"2025-05-12","Gift Card",13,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"0a327a46-f1e6-4e35-be3c-c9bd457a2a07","2a88cfbc-0304-4d3c-beae-9a6537f9ccf4",1.88,"2025-05-31","Paypal",10,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"0a37f38d-5cb6-4be6-9eac-a1ba53c82a6a","6fde3047-1010-431d-afc2-43d2397afd3b",16.18,"2025-02-21","Gift Card",30,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"0a3a04f0-8942-42c8-9205-fa28a6bc85d0","611dfe01-f055-4d72-9ed7-ef4c6fab2c22",16.96,"2025-08-02","Credit Card",1,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"0a40acbd-9a7f-4003-bac2-f0979a488bae","2dfc5783-a953-4134-b8c3-8d80b5dff59b",14.85,"2025-06-09","Credit Card",23,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"0a50b321-2f81-446e-8676-8dc4fd2e5e19","5272c9f2-51ec-45d4-a015-93f3f40cdb58",19.99,"2025-03-05","Debit Card",10,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"0a5fc27f-e31b-442c-adb4-5a112f160605","4bdedcff-357e-4beb-919c-08a41790afc7",10.47,"2025-03-17","Credit Card",28,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"0a7c23b3-eba3-4458-bae6-a5e17caef0b4","0a0d37d8-5d8f-4b9e-8c45-1b015e4a366b",0.83,"2025-07-09","Apple Pay",16,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"0a890041-a3b6-428d-888f-a90005194d61","33dea913-5e57-4a0b-814d-4d4587312a2c",12.78,"2025-06-28","Carrier Billing",9,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"0abdf0a0-140a-4331-bb90-aba73af6048e","fd753320-6dbd-4ec8-829b-a9540dd21445",19.92,"2025-06-02","Carrier Billing",27,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"0ac7555c-ec9f-4125-a05d-af2582d08111","b86d25d2-b624-458a-a7ad-a3460c466e99",10.53,"2025-05-05","Google Pay",28,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"0af91dc3-1af3-4412-a0e6-8527c1c89a88","30f287ce-0a5f-4478-91b2-d1e168d6ea1d",13.73,"2025-05-25","Carrier Billing",14,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"0b173609-0dbb-486c-a3d6-20ac96c401ea","88decbcf-d47b-4404-9c71-1e3925cffb85",0.61,"2025-01-10","Gift Card",1,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"0b27a60a-56a2-4466-b975-da1747d7c46c","4d737199-0fd5-47a3-996d-763109c0aa54",9.52,"2025-04-29","Paypal",11,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
"0b391edf-47b9-46a9-ad52-93b4e2bf956b","54890b61-2b1a-47d4-a9a2-cdff007615c9",11.28,"2025-04-04","Debit Card",25,"Minnow",True,"2026-05-28","2026-05-28 20:42:17.731668"
